,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
996,4.984999999999916,"[0.6191836398804348, -0.24986326051729474, 0.0038914019835879763]","[0.006283143965585488, 0.01256603988340568, 0.0]","[-0.3141237923263455, -0.7509038149030803, -0.004376947550622916]","[-0.4999901304280685, -0.9999210442038154, 0.0]","[0.999990169153042, -0.004422430256597641, -0.0003220371039276346, 1.7528331939969501e-09]","[[0.9999997729984127, 2.922904573555647e-06, -0.0006737911993029888], [2.929840299079799e-06, 0.9999622749086139, 0.008686124049659929], [0.000673791169180131, -0.008686124051996588, 0.9999620479070264]]","[-0.0317051814331149, 0.005929337534978554, 3.644005371087736e-05]",[9.815392039351131],"[0.9999867942847613, -0.005135724142891445, -0.0001886627002252048, 0.0]",[0.5],"[8, 0, 0]","[49.53700324778622, 49.53511769865888, 49.535465606164394, 49.53773420676872]"
997,4.989999999999916,"[0.6176130209188031, -0.25361777959181014, 0.003869517245834862]","[0.0047123715393998355, 0.009424638433196832, 0.0]","[-0.3141554011724131, -0.7504697409652087, -0.004351992067248729]","[-0.49999444835779794, -0.9999555871089493, 0.0]","[0.9999898201406795, -0.0045016924456862655, -0.00030721350207235166, 1.7712555627293358e-09]","[[0.9999997925842077, 2.844867632388977e-06, -0.0006440678915638673], [2.851878896237625e-06, 0.9999608842212513, 0.008844773559596258], [0.0006440678605567371, -0.008844773561854168, 0.9999606768054587]]","[-0.03167899073386823, 0.005914175520681697, 3.6363568167702065e-05]",[9.815377068656803],"[0.9999863897747107, -0.005214396096296919, -0.00017418005439047982, 0.0]",[0.5],"[8, 0, 0]","[49.536961115340816, 49.53506711775875, 49.535430717818734, 49.5377106995603]"
998,4.994999999999916,"[0.616042243912941, -0.2573701282966362, 0.003847757285498618]","[0.0031415874859060744, 0.006283143965611972, 0.0]","[-0.31418555498511214, -0.7500278880310742, -0.004327177931136863]","[-0.49999753260092905, -0.9999802608561368, 0.0]","[0.9999894649148879, -0.00458088912938945, -0.0002924278037315595, 1.7892181626952049e-09]","[[0.9999998112397285, 2.762418927920662e-06, -0.0006144207653115342], [2.7695038780470495e-06, 0.9999594695302491, 0.009003293237092624], [0.000614420733416943, -0.009003293239269237, 0.9999592807699773]]","[-0.03165253184132286, 0.00589908484479352, 3.628651870707166e-05]",[9.815362501225819],"[0.9999859792382727, -0.005292996506239076, -0.00015973370902713855, 0.0]",[0.5],"[8, 0, 0]","[49.53692004458207, 49.535017533319866, 49.53539684654232, 49.537688187396874]"
999,4.999999999999916,"[0.6144713161380155, -0.2611202677367916, 0.0038261213958429336]","[0.0015707956808574876, 0.003141587485932781, 0.0]","[-0.3142142574910958, -0.7495782625431116, -0.004302504353987723]","[-0.49999938314985176, -0.999995065201858, 0.0]","[0.9999891034960814, -0.004660019636795055, -0.00027767983066868214, 1.8067242012087578e-09]","[[0.9999998289719593, 2.675580295864006e-06, -0.0005848494623519362], [2.6827370931165246e-06, 0.9999580309095685, 0.009161681737618731], [0.000584849429567096, -0.009161681739711599, 0.9999578598815277]]","[-0.03162580477352273, 0.00588406506735942, 3.620892249257725e-05]",[9.815348335371528],"[0.9999855626975094, -0.0053715247022553874, -0.00014532349578514118, 0.0]",[0.5],"[8, 0, 0]","[49.53688003097531, 49.534968941452796, 49.535363988053014, 49.53766666596938]"
1000,5.0049999999999155,"[0.61290024485056, -0.26486815904950717, 0.003804608874072995]","[2.6484540326036093e-14, 5.2969080652072186e-14, 0.0]","[-0.31424151239934767, -0.7491208710088323, -0.004277970551939402]","[-0.5, -1.0, 0.0]","[0.9999887359048577, -0.004739083297039659, -0.0002629694057463622, 1.8237768692213234e-09]","[[0.9999998457878235, 2.584373518287506e-06, -0.0005553536266973787], [2.591600336344432e-06, 0.9999565684339696, 0.009319937716742261], [0.0005553535930198978, -0.009319937718749024, 0.9999564142217929]]","[-0.031598809552649, 0.005869115750882752, 3.613079656578669e-05]",[9.815334569405234],"[0.9999851401746636, -0.005449980014025403, -0.00013094924735842733, 0.0]",[0.5],"[8, 0, 0]","[49.53684106998389, 49.534921338261846, 49.53533213806158, 49.537646130963125]"
1001,5.009999999999915,"[0.6113290372885634, -0.26861376340455134, 0.003783219021313298]","[-0.0015707956808042964, -0.003141587485826399, 0.0]","[-0.3142673234012912, -0.748655720000826, -0.004253575745542239]","[-0.49999938314985176, -0.9999950652018583, 0.0]","[0.999988362161999, -0.0048180794393189365, -0.0002482963529203081, 1.8403793415387298e-09]","[[0.9999998616941834, 2.4888203241580104e-06, -0.0005259329045539738], [2.4961153494621113e-06, 0.9999550821790075, 0.009478059830149837], [0.0005259328699818518, -0.009478059832068226, 0.9999549438731908]]","[-0.031571546205065464, 0.005854236460365387, 3.605215784697214e-05]",[9.815321201636166],"[0.9999847116921571, -0.005528361771382258, -0.0001166107974776155, 0.0]",[0.5],"[8, 0, 0]","[49.53680315706471, 49.53487471984739, 49.53530129227643, 49.5376265780549]"
1002,5.014999999999915,"[0.6097577006715569, -0.27235704200455546, 0.003761951142585587]","[-0.0031415874858528835, -0.006283143965505592, 0.0]","[-0.3142916941708991, -0.74818281615676, -0.004229319159733322]","[-0.4999975326009291, -0.9999802608561374, 0.0]","[0.9999879822884703, -0.004897007392898138, -0.0002336604972330403, 1.8565347766296025e-09]","[[0.9999998766978423, 2.3889423898794265e-06, -0.000496586944309341], [2.396303821573435e-06, 0.9999535722210329, 0.009636046733667976], [0.0004965869088409656, -0.009636046735495812, 0.9999534489188752]]","[-0.03154401476123551, 0.005839426763219631, 3.597302313560033e-05]",[9.815308230371484],"[0.9999842772725924, -0.005606669304320974, -0.00010230798090605043, 0.0]",[0.5],"[8, 0, 0]","[49.53676628767443, 49.53482908229968, 49.53527144639686, 49.53760800291978]"
1003,5.019999999999915,"[0.6081862422007024, -0.27609795608533927, 0.0037408045467869203]","[-0.0047123715393468674, -0.009424638433090897, 0.0]","[-0.31431462836480145, -0.7477021661793777, -0.004205200023811308]","[-0.49999444835779805, -0.9999555871089503, 0.0]","[0.9999875963054188, -0.004975866487122375, -0.00021906166480785706, 1.8722463170459455e-09]","[[0.9999998908055441, 2.284761339826246e-06, -0.00046731539652010635], [2.292187389687567e-06, 0.9999520386371878, 0.009793897083284264], [0.0004673153601542482, -0.00979389708501946, 0.9999519294427319]]","[-0.03151621525574544, 0.005824686229321383, 3.589340911104375e-05]",[9.815295653916237],"[0.9999838369387503, -0.005684901943009518, -8.804063343222874e-05, 0.0]",[0.5],"[8, 0, 0]","[49.53673045726253, 49.53478442170389, 49.535242596120376, 49.5375904012254]"
1004,5.024999999999915,"[0.6066146690588784, -0.27983646691623615, 0.0037197785466678637]","[-0.006283143965532298, -0.012566039883299305, 0.0]","[-0.31433612962239377, -0.747213776836497, -0.004181217571411359]","[-0.49999013042806867, -0.9999210442038168, 0.0]","[0.9999872042341749, -0.005054656051426958, -0.00020449968284266866, 1.8875170892615632e-09]","[[0.9999999040239741, 2.1762987468727537e-06, -0.0004381179138998402], [2.1837876392498513e-06, 0.9999504815054047, 0.009951609535168113], [0.00043811787663564935, -0.009951609536808662, 0.9999503855293788]]","[-0.03148814772732401, 0.00581001443095975, 3.581333233316002e-05]",[9.81528347057338],"[0.9999833907135903, -0.005763059017799577, -7.380859186502878e-05, 0.0]",[0.5],"[8, 0, 0]","[49.536695661276376, 49.534740734140044, 49.53521473713727, 49.537573768632306]"
1005,5.029999999999915,"[0.6050429884107664, -0.28357253580041863, 0.003698872458810807]","[-0.007853900888684583, -0.01570731731176718, 0.0]","[-0.314356201565944, -0.746717654961007, -0.004157371040480184]","[-0.49998457882239494, -0.9998766324816615, 0.0]","[0.9999868060962507, -0.005133375415347781, -0.00018997437960395648, 1.902350203857922e-09]","[[0.9999999163597595, 2.0635761329171087e-06, -0.00040899415130673085], [2.0711261046652484e-06, 0.9999489009044036, 0.010109182745691605], [0.00040899411314373216, -0.010109182747235592, 0.9999488172641631]]","[-0.031459812218785396, 0.005795410942841914, 3.573280924290668e-05]",[9.81527167864373],"[0.99998293862025, -0.005841139859235468, -5.96116940274011e-05, 0.0]",[0.5],"[8, 0, 0]","[49.53666189515842, 49.53469801567908, 49.53518786513342, 49.537558100797696]"
1006,5.034999999999915,"[0.6034712074029367, -0.28730612407522366, 0.003678085603608406]","[-0.00942463843311716, -0.01884843971535449, 0.0]","[-0.3143748478006993, -0.7462138074508632, -0.004133659673251222]","[-0.499977793554475, -0.9998223523808101, 0.0]","[0.9999864019133394, -0.005212023908531564, -0.00017548558442072052, 1.9167487555232918e-09]","[[0.9999999278194704, 1.9466149694009296e-06, -0.0003799437657315098], [1.954224269818659e-06, 0.9999472969136904, 0.010266615371450488], [0.0003799437266695988, -0.010266615372896078, 0.9999472247331607]]","[-0.03143120877704544, 0.005780875342058066, 3.565185616292058e-05]",[9.81526027642598],"[0.9999824806820445, -0.00591914379806492, -4.5449778751233954e-05, 0.0]",[0.5],"[8, 0, 0]","[49.536629154348155, 49.53465626238657, 49.53516197578824, 49.537543393371784]"
1007,5.039999999999915,"[0.6018993331639332, -0.291037193112478, 0.00365741730524215]","[-0.010995352723191276, -0.02198937609245123, 0.0]","[-0.31439207191499186, -0.7457022412690834, -0.004110082716220023]","[-0.4999697746410508, -0.9997582044369853, 0.0]","[0.9999859917073161, -0.005290600860746139, -0.00016103312767851486, 1.9307158232464024e-09]","[[0.9999999384096196, 1.8254366778240437e-06, -0.00035096641628535246], [1.8331035685896742e-06, 0.999945669613554, 0.010423906069284833], [0.0003509663763247911, -0.010423906070630281, 0.9999456080231734]]","[-0.03140233745311469, 0.005766407208113019, 3.557048929822088e-05]",[9.815249262216659],"[0.9999820169224657, -0.005997070165249154, -3.1322685870498175e-05, 0.0]",[0.5],"[8, 0, 0]","[49.53659743427885, 49.53461547032134, 49.535137064778084, 49.53752964199876]"
1008,5.044999999999915,"[0.6003273728043582, -0.29476570431882343, 0.00363686689166105]","[-0.012566039883325787, -0.025130095443283852, 0.0]","[-0.3144078774803443, -0.7451829634437405, -0.004086639420119724]","[-0.4999605221019082, -0.9996841892833014, 0.0]","[0.9999855755002359, -0.005369105601890713, -0.00014661684081340357, 1.94425447017591e-09]","[[0.9999999481366639, 1.700062630254759e-06, -0.0003220617641879547], [1.7077853853636154e-06, 0.9999440190850648, 0.010581053496299796], [0.00032206172332936744, -0.010581053497543434, 0.9999439672217284]]","[-0.03137319830206514, 0.005752006122842163, 3.5488724736645625e-05]",[9.81523863431014],"[0.9999815473651822, -0.006074918291972314, -1.7230256217377267e-05, 0.0]",[0.5],"[8, 0, 0]","[49.53656673038304, 49.53457563553446, 49.53511312777012, 49.537516842318404]"
1009,5.049999999999915,"[0.5987553334169565, -0.2984916191360421, 0.0036164336945604513]","[-0.014136696038005818, -0.028270566770219434, 0.0]","[-0.31442226805157464, -0.7446559810679557, -0.004063329039896602]","[-0.49995003595987697, -0.9996003076502581, 0.0]","[0.9999851533143347, -0.005447537462006059, -0.0001322365563061274, 1.957367744006072e-09]","[[0.9999999570070043, 1.5705141498349727e-06, -0.00029322947275545083], [1.5782910555360836e-06, 0.9999423454100719, 0.010738056309886331], [0.0002932294309998205, -0.010738056311026572, 0.9999423024170758]]","[-0.031343791383082804, 0.005737671670476907, 3.5406578449623913e-05]",[9.815228390998632],"[0.9999810720340385, -0.006152687509653069, -3.1723316145955787e-06, 0.0]",[0.5],"[8, 0, 0]","[49.5365370380854, 49.53453675407315, 49.53509016043025, 49.53750498996137]"
1010,5.0549999999999145,"[0.5971832220766986, -0.3022148990413819, 0.0035961170493609682]","[-0.015707317311793662, -0.031410759078074287, 0.0]","[-0.3144352471669003, -0.7441213012998907, -0.00404015083468596]","[-0.4999383162408305, -0.9995065603657333, 0.0]","[0.9999847251720279, -0.005525895771284819, -0.00011789210767610656, 1.9700586767371423e-09]","[[0.9999999650269866, 1.4368125112814402e-06, -0.0002644692073887531], [1.44464186601577e-06, 0.9999406486712004, 0.01089491316774175], [0.00026446916473741667, -0.010894913168777092, 0.9999406136981868]]","[-0.031314116759372686, 0.005723403437586608, 3.532406629269611e-05]",[9.815218530572146],"[0.9999805909530544, -0.006230377149952398, 1.085124512895166e-05, 0.0]",[0.5],"[8, 0, 0]","[49.53650835280856, 49.53449882197358, 49.53506815841651, 49.53749408055683]"
1011,5.059999999999914,"[0.5956110458408641, -0.30593550554788135, 0.0035759162951875386]","[-0.017277899829337678, -0.03455064137441852, 0.0]","[-0.3144468183480417, -0.743578931362738, -0.004017104067787944]","[-0.49992536297368617, -0.9994029483549748, 0.0]","[0.9999842910959101, -0.005604179860081589, -0.00010358332947558898, 1.9823302848728674e-09]","[[0.9999999722029022, 1.2989789413816442e-06, -0.00023578063556156287], [1.306859055719363e-06, 0.99993892895185, 0.011051622727890533], [0.00023578059201620724, -0.01105162272881955, 0.9999389011547519]]","[-0.031284174498203476, 0.005709201013048737, 3.524120400603773e-05]",[9.81520905131851],"[0.9999801041464245, -0.006307986544785027, 2.4840630223474416e-05, 0.0]",[0.5],"[8, 0, 0]","[49.536480669971745, 49.53446183526791, 49.53504711738049, 49.53748410972549]"
1012,5.064999999999914,"[0.5940388117491239, -0.30965340020469506, 0.0035558307748485988]","[-0.01884843971538119, -0.03769018266988059, 0.0]","[-0.31445698510032555, -0.7430288785447109, -0.003994188006643544]","[-0.49991117619040476, -0.9992894726405913, 0.0]","[0.9999838511087551, -0.005682389058923102, -8.931005728387306e-05, 1.994185569669688e-09]","[[0.999999978540988, 1.1570346194853096e-06, -0.0002071634268086728], [1.164963816063856e-06, 0.999937186336192, 0.011208183648704656], [0.00020716338237133098, -0.011208183649526002, 0.9999371648771797]]","[-0.03125396467091726, 0.005695063988094084, 3.5158007215183384e-05]",[9.815199951523342],"[0.9999796116385177, -0.006385515026329741, 3.879597890523906e-05, 0.0]",[0.5],"[8, 0, 0]","[49.536453984987176, 49.53442578998227, 49.53502703297138, 49.53747507308102]"
1013,5.069999999999914,"[0.5924665268236222, -0.31336854459741864, 0.003535859834815381]","[-0.020418933094773373, -0.040829351978455865, 0.0]","[-0.31446575091278695, -0.7424711501990324, -0.0039714019228108575]","[-0.49989575592599084, -0.9991661343425423, 0.0]","[0.9999834052335146, -0.0057605226985184416, -7.507212770141761e-05, 2.005627516913949e-09]","[[0.9999999840474275, 1.011000677991784e-06, -0.00017861725271441835], [1.0189772914549192e-06, 0.9999354209091663, 0.011364594588924155], [0.00017861720738746527, -0.011364594589636557, 0.9999354049565936]]","[-0.031223487352862126, 0.005680991956240364, 3.5074491431512464e-05]",[9.815191229470049],"[0.9999791134538764, -0.00646296192703789, 5.2717445440715546e-05, 0.0]",[0.5],"[8, 0, 0]","[49.53642829326537, 49.53439068213311, 49.53500790082994, 49.53746696623422]"
1014,5.074999999999914,"[0.5908941980690583, -0.3170809003484138, 0.003516002825201327]","[-0.02198937609247815, -0.04396811831781103, 0.0]","[-0.3144731192582713, -0.7419057537439234, -0.003948745091941383]","[-0.4998791022184923, -0.9990329346781271, 0.0]","[0.9999829534933186, -0.005838580109769085, -6.0869378344117886e-05, 2.0166590972081464e-09]","[[0.9999999887283513, 8.608982028321952e-07, -0.00015014178690090334], [8.689205797681698e-07, 0.9999336327564796, 0.011520854207677718], [0.00015014174068705201, -0.011520854208279986, 0.9999336214848309]]","[-0.031192742623407082, 0.0056669845133051735, 3.49906720528685e-05]",[9.815182883439812],"[0.9999786096172164, -0.0065403265796439795, 6.660518313276164e-05, 0.0]",[0.5],"[8, 0, 0]","[49.53640359021129, 49.53435650773116, 49.53498971659272, 49.53745978478871]"
1015,5.079999999999914,"[0.5893218324727669, -0.3207904291171334, 0.0034962590997416197]","[-0.0235597648335831, -0.0471064507095886, 0.0]","[-0.3144790935935359, -0.7413326966625892, -0.003926216793756396]","[-0.4998612151090006, -0.9988898749619726, 0.0]","[0.999982495911474, -0.00591656062377898, -4.67016478375491e-05, 2.027283265979763e-09]","[[0.9999999925898376, 7.067482339475209e-07, -0.00012173670501655791], [7.148147328283824e-07, 0.9999318219646037, 0.011676961164502965], [0.00012173665791885514, -0.011676961164993975, 0.9999318145544412]]","[-0.031161730565979165, 0.005653041257401814, 3.4906564364177605e-05]",[9.815174911711592],"[0.9999781001534256, -0.006617608317176601, 8.04593443262653e-05, 0.0]",[0.5],"[8, 0, 0]","[49.53637987122523, 49.53432326278259, 49.53497247589116, 49.53745352433978]"
1016,5.084999999999914,"[0.5877494370047992, -0.32449709260044635, 0.0034766280157728377]","[-0.02513009544331055, -0.050244318179715745, 0.0]","[-0.3144836773593501, -0.7407519865032054, -0.0039038163120236045]","[-0.4998420946416503, -0.9987369566060202, 0.0]","[0.9999820325114648, -0.005994463571864724, -3.256877581122072e-05, 2.037502963449129e-09]","[[0.9999999956379121, 5.485717657620035e-07, -9.340168472463078e-05], [5.566807568829396e-07, 0.9999299886207702, 0.011832914119366749], [9.340163674645341e-05, -0.01183291411974546, 0.9999299842586824]]","[-0.03113045126797068, 0.00563916178889754, 3.482218353796509e-05]",[9.815167312562105],"[0.9999775850875638, -0.006694806472966239, 9.428008041283798e-05, 0.0]",[0.5],"[8, 0, 0]","[49.5363571317045, 49.534290943282514, 49.534956174349524, 49.53744818048105]"
1017,5.089999999999914,"[0.5861770186180024, -0.3282008525329624, 0.0034571089342127197]","[-0.02670036404702538, -0.053381689758706476, 0.0]","[-0.314486873980596, -0.7401636308789032, -0.003881542934533828]","[-0.49982174086361936, -0.9985741811195127, 0.0]","[0.9999815633169512, -0.0060722882855655, -1.8470602892935083e-05, 2.0473211148832534e-09]","[[0.9999999978785497, 3.863897476519073e-07, -6.513640569170405e-05], [3.9453961307045923e-07, 0.9999281328129712, 0.011988711732685729], [6.513635683675488e-05, -0.011988711732951166, 0.9999281306915209]]","[-0.0310989048208119, 0.005625345710426795, 3.473754463496846e-05]",[9.815160084265823],"[0.9999770644448625, -0.0067719203806572365, 0.00010806754183691165, 0.0]",[0.5],"[8, 0, 0]","[49.53633536704078, 49.53425954522321, 49.5349408075878, 49.537443748795965]"
1018,5.094999999999914,"[0.5846045842480995, -0.3319016706873569, 0.0034377012195400507]","[-0.02827056677024613, -0.05651853448197035, 0.0]","[-0.31448868686636755, -0.7395676374677534, -0.0038593959530778773]","[-0.49980015382512866, -0.9984015501089781, 0.0]","[0.9999810883517692, -0.006150034096653198, -4.40697070311299e-06, 2.056740630556151e-09]","[[0.9999999993176738, 2.2022308441005846e-07, -3.694054957641571e-05], [2.2841221788634948e-07, 0.9999262546299541, 0.012144352665346369], [3.6940499848719614e-05, -0.01214435266549763, 0.9999262539476278]]","[-0.031067091319901544, 0.005611592626856149, 3.46526626046649e-05]",[9.81515322509497],"[0.9999765382507229, -0.006848949374215981, 0.00012182187810047925, 0.0]",[0.5],"[8, 0, 0]","[49.53631457262245, 49.53422906458703, 49.534926371219136, 49.537440224865094]"
1019,5.0999999999999135,"[0.5830321408137676, -0.33559950887469564, 0.0034184042397746614]","[-0.029840699738653668, -0.05965482139011633, 0.0]","[-0.31448911941006985, -0.738964014012749, -0.003837374663423489]","[-0.49977733357944204, -0.998219065278215, 0.0]","[0.9999806076399296, -0.006227700337142361, 9.622278150792924e-06, 2.0657644059440192e-09]","[[0.9999999999611575, 5.0092636705791534e-08, -8.813800018116592e-06], [5.831944364259491e-08, 0.9999243541612204, 0.012299835578725382], [8.813749422016569e-06, -0.012299835578761638, 0.9999243541223776]]","[-0.031035010864622688, 0.0055979021453063105, 3.4567552285920674e-05]",[9.815146733319512],"[0.9999760065307169, -0.006925892787941445, 0.00013554323776932955, 0.0]",[0.5],"[8, 0, 0]","[49.53629474383186, 49.534199497350585, 49.534912860852856, 49.53743760426164]"
1020,5.104999999999913,"[0.5814596952167173, -0.33929432894475936, 0.003399217366457544]","[-0.03141075907810098, -0.06279051952925882, 0.0]","[-0.31448817498951737, -0.7383527683217874, -0.003815478365292508]","[-0.4997532801828662, -0.998026728428275, 0.0]","[0.9999801212056182, -0.006305286339300181, 2.3617300079939763e-05, 2.0743953215926664e-09]","[[0.9999999998148238, -1.2398077845933503e-07, 1.924415737429728e-05], [-1.1571788107574766e-07, 0.9999224314970218, 0.01245515913470978], [-1.9244208834144026e-05, -0.01245515913463027, 0.9999224313118453]]","[-0.031002663558341772, 0.0055842738751019656, 3.4482228407479514e-05]",[9.815140607207152],"[0.9999754693105858, -0.007002749956475086, 0.00014923176847738258, 0.0]",[0.5],"[8, 0, 0]","[49.5362758760487, 49.53417083948401, 49.534900272090596, 49.53743588255247]"
1021,5.109999999999913,"[0.5798872543417697, -0.3429860927863683, 0.0033801399746310815]","[-0.032980740914622934, -0.06592559795132356, 0.0]","[-0.31448585696703196, -0.7377339082676518, -0.0037937063623380424]","[-0.4997279936947505, -0.997824541457445, 0.0]","[0.9999796290731946, -0.006382791435656472, 3.757825051961047e-05, 2.082636243370807e-09]","[[0.9999999988844466, -3.019763873006237e-07, 4.723363503366227e-05], [-2.9367897096016536e-07, 0.9999204867283591, 0.01261032199571703], [-4.723368735228821e-05, -0.012610321995521066, 0.9999204856128054]]","[-0.030970049508370165, 0.005570707427788469, 3.439670558859382e-05]",[9.815134845023328],"[0.9999749266162389, -0.007079520214809893, 0.00016288761693274527, 0.0]",[0.5],"[8, 0, 0]","[49.53625796464685, 49.53414308694897, 49.53488860052987, 49.53743505529985]"
1022,5.114999999999913,"[0.5783148250569345, -0.3466747623277066, 0.0033611714428193914]","[-0.03455064137444476, -0.06906002571435088, 0.0]","[-0.3144821686895402, -0.7371074417879909, -0.0037720579621219057]","[-0.4997014741774869, -0.997612506361229, 0.0]","[0.9999791312671926, -0.006460214959013571, 5.150528393477162e-05, 2.0904900224423595e-09]","[[0.9999999971757502, -4.838734588033271e-07, 7.515494344557379e-05], [-4.7554308353076577e-07, 0.9999185199469779, 0.012765322824715172], [-7.51549966177049e-05, -0.012765322824402124, 0.9999185171227281]]","[-0.030937168826028018, 0.005557202417099509, 3.431099833952033e-05]",[9.815129445031205],"[0.9999743784737538, -0.007156202898301934, 0.000176510928922411, 0.0]",[0.5],"[8, 0, 0]","[49.536241004996654, 49.5341162357039, 49.53487784176138, 49.537435118056386]"
1023,5.119999999999913,"[0.5767424142134868, -0.35036029953664655, 0.003342311153008782]","[-0.036120456583994015, -0.07219377188280594, 0.0]","[-0.31447711348867, -0.7364733768852981, -0.003750532476092056]","[-0.49967372169650964, -0.9973906252323276, 0.0]","[0.9999786278123177, -0.006537556242456371, 6.53985538255502e-05, 2.0979594953988053e-09]","[[0.9999999946944116, -6.696513042804352e-07, 0.00010300839115949619], [-6.612895186941767e-07, 0.9999165312453668, 0.01292016028524277], [-0.00010300844517955586, -0.012920160284812084, 0.9999165259397783]]","[-0.030904021626502742, 0.005543758458952973, 3.4225121062112183e-05]",[9.815124405491678],"[0.9999738249093756, -0.007232797342676735, 0.00019010184931772875, 0.0]",[0.5],"[8, 0, 0]","[49.53622499246361, 49.534090281693565, 49.53486799137059, 49.537436066375314]"
1024,5.124999999999913,"[0.5751700286460435, -0.354042666421073, 0.0033235584906283217]","[-0.03769018266990728, -0.07532680552787832, 0.0]","[-0.314470694680847, -0.73583172162689, -0.0037291292195603025]","[-0.49964473632029516, -0.997158900260618, 0.0]","[0.9999781187334487, -0.006614814619362026, 7.925821273270006e-05, 2.1050474843386953e-09]","[[0.9999999914460582, -8.592892769345188e-07, 0.000130794284799711], [-8.508976183048599e-07, 0.9999145207167534, 0.013074833041429154], [-0.00013079433966182378, -0.01307483304088034, 0.9999145121628117]]","[-0.030870608028975437, 0.005530375171445851, 3.413908805039012e-05]",[9.815119724663356],"[0.9999732659495159, -0.007309302884042464, 0.00020366052207973815, 0.0]",[0.5],"[8, 0, 0]","[49.53620992240837, 49.53406522086258, 49.53485904493762, 49.53743789579696]"
1025,5.129999999999913,"[0.5735976751726393, -0.35772182502920746, 0.0033049128445305203]","[-0.039259815759041035, -0.07845909572778992, 0.0]","[-0.31446291556739, -0.7351824841448834, -0.0037078475116799864]","[-0.499614518120362, -0.9969173337331323, 0.0]","[0.9999776040556354, -0.006691989423409956, 9.308441224305555e-05, 2.1117567968883463e-09]","[[0.9999999874362714, -1.0527667714240069e-06, 0.000158512929076244], [-1.0443467657310727e-06, 0.9999124884551028, 0.01322933975801399], [-0.00015851298477423948, -0.01322933975734662, 0.9999124758913743]]","[-0.03083692815656972, 0.0055170521748510535, 3.405291349111997e-05]",[9.81511540080258],"[0.9999727016207519, -0.0073857188588983495, 0.00021718709026455018, 0.0]",[0.5],"[8, 0, 0]","[49.536195790186696, 49.534041049146445, 49.53485099803735, 49.537440601857725]"
1026,5.134999999999913,"[0.5720253605948024, -0.36139773744993187, 0.0032863736069721206]","[-0.040829351978482545, -0.0815906115681028, 0.0]","[-0.31445377943460634, -0.7345256726361713, -0.0036866866754238906]","[-0.4995830671712706, -0.9966659280340344, 0.0]","[0.9999770838040992, -0.006769079988591728, 0.00010687730299497701, 2.1180902261313462e-09]","[[0.9999999826705843, -1.2500632234339212e-06, 0.00018616462679576717], [-1.2416163854255186e-06, 0.9999104345551139, 0.013383679100367425], [-0.00018616468332318376, -0.013383679099581137, 0.9999104172256983]]","[-0.03080298213626801, 0.0055037890915537475, 3.3966611464244695e-05]",[9.815111432163393],"[0.9999721319498264, -0.0074620446041425885, 0.00023068169602723603, 0.0]",[0.5],"[8, 0, 0]","[49.53618259115225, 49.53401776247006, 49.53484384623618, 49.53744418009185]"
1027,5.139999999999913,"[0.5704530916976294, -0.3650703658131127, 0.003267940173595001]","[-0.04239878745555678, -0.08472132214201894, 0.0]","[-0.31444328955388645, -0.7338612953623986, -0.0036656460375622596]","[-0.4995503835506231, -0.996404685644597, 0.0]","[0.9999765580042311, -0.006846085649220722, 0.00012063703468363707, 2.124050551090199e-09]","[[0.9999999771544845, -1.4511581092510288e-06, 0.00021374967887248414], [-1.4426859425007858e-06, 0.9999083591122164, 0.013537849734510034], [-0.0002137497362225728, -0.013537849733604532, 0.9999083362667006]]","[-0.030768770099015446, 0.005490585546108153, 3.388019594355922e-05]",[9.81510781699757],"[0.9999715569636466, -0.007538279457084835, 0.0002441444806286574, 0.0]",[0.5],"[8, 0, 0]","[49.536170320650896, 49.53399535675691, 49.534837585098416, 49.537448626021714]"
1028,5.1449999999999125,"[0.56888087524986, -0.3687396722899247, 0.00324961194340719]","[-0.043968118317837264, -0.08785119655068806, 0.0]","[-0.3144314491817977, -0.7331893606499366, -0.003644724928641045]","[-0.49951646733906296, -0.9961336091431773, 0.0]","[0.9999760266815929, -0.006923005739942076, 0.00013436375606644906, 2.1296405364072705e-09]","[[0.9999999708934117, -1.6560309453425929e-06, 0.0002412683843386969], [-1.6475349423061683e-06, 0.9999062622225672, 0.013691850327132278], [-0.0002412684425044249, -0.01369185032610732, 0.9999062331159788]]","[-0.03073429217965744, 0.00547744116518443, 3.3793680797197e-05]",[9.815104553554574],"[0.9999709766892835, -0.0076144227554542886, 0.0002575755844394478, 0.0]",[0.5],"[8, 0, 0]","[49.5361589740259, 49.53397382792086, 49.53483221018044, 49.537453935166354]"
